"","clase","subsector","sector","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","nomsector","nomsubsector","nomclase"
"26292",611111,611,61,274259,"JARDÍN DE NIÑOS ENRIQUETA MONTAÑO DE PARODI","JARDÍN DE NIÑOS MELIBER, A.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","NAVA","CALLE","SAN PEDRO","CALLE","PIEDRAS NEGRAS","CALLE","BARRAZA MAYAGOITIA",402,"","","","","","FRACCIONAMIENTO","LA AMISTAD","","","",27054,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4340",2,"","","","Fijo",25.55155947,-103.3667694,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26293",611111,611,61,281101,"COLEGIO BUENAVENTURA PREESCOLAR","BUNAVENTURA DEL SABER",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","JULIÁN CARRILLO","AVENIDA","ESCOBEDO","AVENIDA","OCAMPO","AVENIDA","ESCOBEDO",202,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1416",32,"8717220814","BUENAVENTURADELSABER@YAHOO.COM.MX","WWW.COLEGIOSANBUENAVENTURA.WEEBLY.COM","Fijo",25.5431741,-103.4214558,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26294",611111,611,61,279481,"COLEGIO ALBORADA","CENTRO DESARROLLO INFANTIL LABORAL",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","JUAN AGUSTÍN DE ESPINOZA","CALLE","VÍA LÁCTEA","CALLE","PUERTA REAL","CALLE","PUERTA REAL",0,"SN","","","","","FRACCIONAMIENTO","SATELITE DE LA LAGUNA","","","",27015,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4016",60,"8717317581","","","Fijo",25.55833293,-103.3878069,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26295",611111,611,61,295166,"COLEGIO LATINO AMERICANO","COLEGIO JUAN DE DIOS PEZA",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","SIERRA DE GODOR","CALLE","SIERRA DE MINAS","CALLE","CERRO DE LA CALABAZAS","CALLE","SIERRA DE LOS CARIBES",612,"","","","","","COLONIA","CIUDAD NAZAS","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3376",41,"8717337475","C_JUANDEDIOSPEZA@HOTMAIL.COM","","Fijo",25.53856145,-103.3564112,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26296",611111,611,61,1068387,"ESTANCIA MARÍA ISABEL","",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","AVENIDA","MATAMOROS","PRIVADA","NINGUNO","CALLE","MIGUEL HIDALGO","AVENIDA","JUÁREZ",0,"SN","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","503",14,"","","","Fijo",25.53596494,-103.5228288,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26297",611111,611,61,273847,"COLEGIO LEÓN TOISTOI","MONTE SION, S.A.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","ESTRONCIO","CALLE","UNIVERSIDAD","CALLE","ANTIMONIO","CALLE","JICORITA",8967,"","","","","","FRACCIONAMIENTO","JOYAS DE TORREON","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4321",27,"","","","Fijo",25.5447239,-103.3267982,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26298",611111,611,61,1068154,"JARDÍN DE NIÑOS JOSÉ VASCONCELOS","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","AVENIDA","AQUILES SERDÁN","PRIVADA","SINALOA","CALLE","SINALOA","CALLE","NINGUNO",950,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","679",1,"8711593103","","","Fijo",25.54520141,-103.5252933,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26299",611111,611,61,305280,"GYMBOREE","ESPACIO DE DESARROLLO INFANTIL, S.C.",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","BOULEVARD","DIAGONAL REFORMA","CALLE","TLAXCALTECAS","CALLE","AC. CHALCAS","CALLE","POPOCATÉPETL",1765,"","","","","","COLONIA","SANTA MARIA","","","",27020,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","117",2,"8717132219","","","Fijo",25.55403875,-103.4283757,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26300",611111,611,61,311893,"COLEGIO SANTA CECILIA, S.C.","PREESCOLAR SANTA CECILIA, S.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","PALERMO","CALLE","PALERMO","CALLE","OTOÑO","CALLE","VALENCIA",780,"","","","","","COLONIA","AMPLIACION FOVISSSTE LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1789",3,"8717912101","","","Fijo",25.51431162,-103.4053675,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26301",611111,611,61,1062879,"COLEGIO DURANGO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","5 DE MAYO","CALLE","NINGUNO","AVENIDA","INGENIEROS","CALLE","PASEO DE LA LAVA",0,"SN","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1357",15,"","","","Fijo",25.58095248,-103.4932907,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26302",611111,611,61,295198,"JARDÍN DE NIÑOS LOS POLLITOS","PLANTEL EDUCATIVO",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","LÓPEZ MATEOS","CALLE","SÉPTIMA","CALLE","SEXTA","AVENIDA","PROGRESO",0,"SN","","","","","FRACCIONAMIENTO","MACLOVIO HERRERA","","","",27018,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1543",24,"","","","Fijo",25.54213827,-103.4736411,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26303",611111,611,61,294688,"JARDÍN DE NIÑOS FRANCISCO GABILONDO SOLERO","FRANCISCO GABILONDO SOLER CRI CRI, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","FRANCISCO SARABIA","CALLE","DEL TRABAJO","CALLE","FRANCISCO I. MADERO","CALLE","FRANCISCO I. MADERO",39,"","","","","","COLONIA","LIBERTAD","","","",27300,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1721",46,"8717165513","","","Fijo",25.53455847,-103.4758277,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26304",611111,611,61,282393,"JARDÍN DE NIÑOS FRANCISCO LARROYO","LOS PEQUES Y YO, A.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","AVENIDA","PASEO DE LA SOLEDAD","CALLE","PASEO DEL AMANECER","CALLE","PASEO DEL ATARDECER","CALLE","LEÓN",544,"","","","","","FRACCIONAMIENTO","AMPLIACION LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2772",16,"8714557907","","","Fijo",25.51569292,-103.3998959,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26305",611111,611,61,300279,"PREESCOLAR VILLA DE TORREON","PREESCOLAR VILLA DE TORREON, S.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","GARCÍA CARRILLO","AVENIDA","ESCOBEDO","AVENIDA","OCAMPO","CALLE","FRANCISCO I. MADERO",239,"","","","","","FRACCIONAMIENTO","TERCERA DE COBIAN","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","263",35,"8717220025","","","Fijo",25.54363549,-103.4434012,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26306",611111,611,61,308031,"JARDÍN DE NIÑOS LUIS PASTEUR","EDUCAT JUAN PABLO, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","EMILIO CARRANZA","AVENIDA","DEL TRABAJO","CALLE","GUSTAVO A. MADERO","CALLE","6 DE OCTUBRE",69,"","","","","","COLONIA","PRIMERO DE MAYO","","","",27370,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2857",16,"","","","Fijo",25.52689413,-103.451481,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26307",611111,611,61,1103807,"JARDÍN DE NIÑOS COLIBRI","SECRETARÍA DE EDUCACIÓN PÚBLICA",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","UNIVERSIDAD","CALLE","7","CALLE","DEL MAESTRO","AVENIDA","DOCTORES",0,"SN","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1821",29,"8712902982","","","Fijo",25.58244258,-103.4981825,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26308",611111,611,61,1067696,"COLEGIO EVEREST DE LA LAGUNA, A.C.","COLEGIO EVEREST DE LA LAGUNA, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","TULIPANES","AVENIDA","HUIZACHE","AVENIDA","NARANJO","CALLE","ORQUÍDEAS",0,"SN","","","","","FRACCIONAMIENTO","CASTILAGUA","","","",35159,10,"DURANGO",12,"Lerdo",1,"Lerdo","1291",2,"","","","Fijo",25.56471729,-103.5301001,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26309",611111,611,61,1068308,"CENTRO MATERNO INFANTIL LAS PALMAS","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","PALMA COCOTEROS","CALLE","DÁTILES","CALLE","PALMA YUCCA","CALLE","PALMA FÉNIZ",115,"","","","","","COLONIA","LAS PALMAS","","","",35168,10,"DURANGO",12,"Lerdo",1,"Lerdo","1056",13,"8717257605","CMI_LASPALMAS2@HOTMAIL.COM","","Fijo",25.53845098,-103.5137713,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26310",611111,611,61,310284,"PREESCOLAR CELESTIN FREINET DE LA LAGUNA, A.C.","PREESCOLAR CELESTIN FREINET DE LA LAGUNA, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","BOULEVARD","DIAGONAL DE LAS FUENTES","ANDADOR","B","CALLE","DEL PROFETA","CALLE","SAN ARTURO",0,"SN","","","","","FRACCIONAMIENTO","LA FUENTE","","","",27090,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2062",4,"8717926191","CELESTIN_PREES@HOTMAIL.COM","","Fijo",25.51688737,-103.4165527,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26311",611111,611,61,278666,"COLEGIO JUANA DE ARCO","KINDER TOTS",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALZADA","LUISA","CALLE","CIRCUITO ANNA","CALLE","EVELYN","CALLE","CARMEN",814,"","","","","","FRACCIONAMIENTO","ANNA","","","",27410,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3770",49,"","","","Fijo",25.60122838,-103.3684724,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26312",611111,611,61,1061746,"JARDÍN DE NIÑOS DISNEYLANDIA","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","JUÁREZ","AVENIDA","ALDAMA","AVENIDA","BRAVO","CALLE","ZARAGOZA",322,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","804",4,"8717141614","","","Fijo",25.56499359,-103.5012031,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26313",611111,611,61,274605,"ESTANCIA INFANTIL ALISON, S.C.","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","GANADERA","CALLE","VINÍCOLA","CALLE","ZONA DEL SILENCIO","CALLE","LECHUGUILLAS",133,"","","","","","FRACCIONAMIENTO","QUINTAS DEL NAZAS","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3906",3,"8717333884","","","Fijo",25.54776126,-103.3653711,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26314",611111,611,61,281503,"INSTITUTO FEDERICO FROEBEL","EDUCACIÓN INFANTIL INTEGRAL DE TORREON, S.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","PRESIDENTE CARRANZA","CALZADA","ANTONIO DE JUAMBELZ (CALLE 32)","CALLE","34","AVENIDA","HIDALGO",3387,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1492",20,"8717204516","FFROEBEL_INST@HOTMAIL.COM","","Fijo",25.53619394,-103.4122468,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26315",611111,611,61,305619,"JARDÍN DE NIÑOS JOSE VASCONCELOS","PATRONATO JEAN PIAGET, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","RÍO GUADALQUIVIR","CALLE","RÍO GRIJALVA","CALLE","RÍO PAPALOAPÁN","CALLE","RÍO DE LA PLATA",640,"","","","","","COLONIA","NAVARRO","","","",27010,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","51",37,"8717135192","","","Fijo",25.56422976,-103.4266795,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26316",611111,611,61,1065134,"JARDÍN DE NIÑOS MI CASTILLO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","DENÉBOLA","AVENIDA","CENTENARIO","PROLONGACIÓN","AGUAMARINA","PRIVADA","NINGUNO",418,"","","","","","FRACCIONAMIENTO","MORELOS II","","","",35026,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1747",20,"8717234692","","","Fijo",25.57223728,-103.5157302,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26317",611111,611,61,280212,"PREESCOLAR LICEO ALTAMIRA","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","RÍO AMAZONAS","CALLE","RÍO BALSAS","CALLE","RÍO VOLGA","CALLE","RÍO VOLGA",407,"","","","","","COLONIA","NAVARRO","","","",27010,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","51",14,"8712040815","","","Fijo",25.56033943,-103.4261183,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26318",611111,611,61,1068188,"COLEGIO SAN ÁNGEL","",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","PROLONGACIÓN","J. AGUSTÍN CASTRO","CALLE","MAGNOLIAS","CALLE","LIRIOS","CALLE","JACINTOS",0,"SN","","","","","COLONIA","VILLAJARDÍN","","","",35168,10,"DURANGO",12,"Lerdo",1,"Lerdo","594",27,"8717237037","","","Fijo",25.55064256,-103.5032098,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26319",611111,611,61,1065452,"JARDÍN DE NIÑOS JUANA DE ARCO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","BOULEVARD","JUSTINO SÁNCHEZ MADARIACA","AVENIDA","GREGORIO GARCÍA","CALLE","EL DORADO","CALLE","EL DORADO",816,"","","","","","COLONIA","EL DORADO","","","",35028,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","541",32,"","","","Fijo",25.5790247,-103.512841,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26320",611111,611,61,1100691,"JARDÍN DE NIÑOS COLEGIO PAULO FRAIRE","GRUPO VIESCA, S.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALZADA","J. AGUSTÍN CASTRO","CALLE","CENTENARIO","AVENIDA","INDEPENDENCIA","AVENIDA","ALDAMA",0,"SN","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","804",19,"8717148055","COLEGIOFREIRELAGUNA@HOTMAIL.COM","","Fijo",25.56626968,-103.5035331,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26321",611111,611,61,275229,"JARDÍN DE NIÑOS POSTALOZI","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","MÉXICO","CALLE","BRASIL","CALLE","PANAMÁ","CALLE","QUITO",0,"SN","","","","","FRACCIONAMIENTO","LATINOAMERICANO","","","",27275,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2908",11,"8711959221","","","Fijo",25.52571631,-103.3460121,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26322",611111,611,61,1065582,"JARDÍN DE NIÑOS GLESS","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","JOSEFA ORTIZ DE DOMÍNGUEZ","AVENIDA","MORELOS","AVENIDA","VICTORIA","CALLE","JOSÉ MATAMOROS",257,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","607",28,"8711323080","","","Fijo",25.57489782,-103.5020352,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26323",611111,611,61,306226,"INSTITUTO DA VINCI","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","MATAMOROS","CALLE","HERÓICO COLEGIO MILITAR","CALZADA","ANTONIO DE JUAMBELZ","CALLE","GÓMEZ FARÍAS",3124,"","","","","","COLONIA","NUEVO TORREON","","","",27060,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","144A",29,"8717138307","","","Fijo",25.54004189,-103.4151447,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26324",611111,611,61,294740,"COLEGIO PASCAL","ASOCIACIÓN CALVIN Y HOBBES",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","NAZARIO S. ORTIZ GARZA","AVENIDA","LIBERTAD","CALLE","SAN CARLOS","CALLE","ESPERANZA",0,"SN","","","","","COLONIA","SAN JOAQUIN","","","",27340,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2804",30,"","","","Fijo",25.53168009,-103.4757387,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26325",611111,611,61,1067798,"COLEGIO JUAN GUTENBERG","JARDÍN DE NIÑOS JUAN GUTENBERG, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","NOGALES","CALLE","GERANIOS","CALLE","NARANJOS","CALLE","GRANADOS",0,"SN","","","","","COLONIA","EL EDÉN","","","",35158,10,"DURANGO",12,"Lerdo",1,"Lerdo","715",8,"8717159682","","","Fijo",25.55795642,-103.5134349,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26326",611111,611,61,300053,"OLVIDE DECROLY PREESCOLAR Y PRIMARIA, A.C.","OLVIDE DECROLY Y PREESCOLAR Y PRIMARIA, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","FRANCISCO I. MADERO","AVENIDA","GUADALUPE VICTORIA","AVENIDA","6 DE OCTUBRE","PROLONGACIÓN","CRISTÓBAL COLÓN",835,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1399",11,"8717227975","","","Fijo",25.54926693,-103.4406315,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26327",611111,611,61,304274,"JARDÍN DE NIÑOS ESTEFANIA CASTAÑEDA","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","ADOLFO AYMES","CALLE","SERTOMA","CALLE","FRANCISCO DINGLER","AVENIDA","ADOLFO AYMES",101,"","","","","","COLONIA","NUEVA LOS ANGELES","","","",27140,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1280",36,"8717130640","","","Fijo",25.55691273,-103.4459685,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
